RXNID	NAME	FORMULA	SUBSYSTEM	GR RULE	EC NUMBER	KEGG	NOTES	REFERENCES
HMR_1704	3Alpha, 7Alpha, 12Alpha-Trihydroxy-5Beta-Cholestanoyl Coenzyme A 24-Hydroxylase	1 o2[x] + 1 M00617[x] X--X 1 h2o2[x] + 1 dhcholoylcoa[x]	Bile acid synthesis	(8309)	1.17.99.3			PMID:8943006;PMID:8387517
HMR_1706	3Alpha, 7Alpha, 12Alpha-Trihydroxy-5Beta-Cholest-24-Enoyl Coenzyme A Hydratase	1 dhcholoylcoa[x] + 1 h2o[x] --> 1 thcholoylcoa[x]	Bile acid synthesis	(3295)	4.2.1.107			PMID:8902629
HMR_1708	3Alpha, 7Alpha, 12Alpha-Trihydroxy-5Beta-Cholest-24-Enoyl Coenzyme A Hydratase	1 nad[x] + 1 thcholoylcoa[x] --> 1 h[x] + 1 nadh[x] + 1 M00754[x]	Bile acid synthesis	(3295)	4.2.1.107			PMID:8902629
HMR_1710	Propanoyl Coenzyme A C-Acyltransferase	1 coa[x] + 1 M00754[x] --> 1 dcholcoa[x] + 1 ppcoa[x]	Bile acid synthesis	(30) or (4645) or (6342)	2.3.1.176 | 2.3.1.154			PMID:1703300;PMID:10706581
HMR_1730	Steryl-Sulfatase	1 h2o[c] + 1 HC02220[c] --> 1 h[c] + 1 so4[c] + 1 HC00958[c]	Bile acid synthesis	(412)	3.1.6.2			PMID:1606923;PMID:10049998
HMR_1735	Cholesterol 24-Hydroxylase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 chsterol[c] --> 1 h2o[c] + 1 nadp[c] + 1 xol24oh[c]	Bile acid synthesis	(10858)	1.14.13.98			PMID:14640697;PMID:10377398
HMR_1737	24-Hydroxycholesterol 7Alpha-Hydroxylase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 xol24oh[c] --> 1 h2o[c] + 1 nadp[c] + 1 xoltri24[c]	Bile acid synthesis	(51302)	1.14.13.99			PMID:10748047
HMR_1738	Cholest-5-Ene-3Beta, 7Alpha-Diol 3Beta-Dehydrogenase	1 nad[c] + 1 xoltri24[c] --> 1 h[c] + 1 nadh[c] + 1 M00978[c]	Bile acid synthesis	(80270)	1.1.1.181			PMID:12679481;PMID:11067870
HMR_1739	7Alpha-Hydroxycholest-4-En-3-One 12Alpha-Hydroxylase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M00978[c] --> 1 h2o[c] + 1 nadp[c] + 1 M00976[c]	Bile acid synthesis	(1582)	1.14.13.95			PMID:10051404
HMR_1740	Delta4-3-Oxosteroid 5Beta-Reductase	1 h[c] + 1 nadph[c] + 1 M00976[c] --> 1 nadp[c] + 1 M01081[c]	Bile acid synthesis	(6718)	1.3.1.3			PMID:7508385
HMR_1741	Delta4-3-Oxosteroid 5Beta-Reductase	1 h[c] + 1 nadph[c] + 1 M00978[c] --> 1 nadp[c] + 1 M01083[c]	Bile acid synthesis	(6718)	1.3.1.3			PMID:7508385
HMR_1742	3Alpha-Hydroxysteroid 3-Dehydrogenase (Si-Specific)	1 h[c] + 1 nadph[c] + 1 M01081[c] --> 1 nadp[c] + 1 M01077[c]	Bile acid synthesis	(1109)	1.1.1.50			PMID:11158055
HMR_1743	3Alpha-Hydroxysteroid 3-Dehydrogenase (Si-Specific)	1 h[c] + 1 nadph[c] + 1 M01083[c] --> 1 nadp[c] + 1 M01080[c]	Bile acid synthesis	(1109)	1.1.1.50			PMID:11158055
HMR_1744	HMR_1744	1 M01077[c] --> 1 M01077[m]	Transport, mitochondrial					PMID:12543708
HMR_1745	HMR_1745	1 M01080[c] --> 1 M01080[m]	Transport, mitochondrial					PMID:12543708
HMR_1746	Cholestanetriol 26-Monooxygenase	1 o2[m] + 1 h[m] + 1 nadph[m] + 1 M01077[m] --> 1 h2o[m] + 1 nadp[m] + 1 M01076[m]	Bile acid synthesis	(1593)	1.14.13.15			PMID:1708392;PMID:2019602;PMID:9660774
HMR_1747	Cholestanetriol 26-Monooxygenase	1 o2[m] + 1 h[m] + 1 nadph[m] + 1 M01080[m] --> 1 h2o[m] + 1 nadp[m] + 1 M01079[m]	Bile acid synthesis	(1593)	1.14.13.15			PMID:1708392;PMID:2019602;PMID:9660774
HMR_1748	Cholestanetriol 26-Monooxygenase	1 nadp[m] + 1 M01076[m] --> 1 h[m] + 1 nadph[m] + 1 M00746[m]	Bile acid synthesis	(1593)	1.14.13.15			PMID:1708392;PMID:9660774
HMR_1749	Cholestanetriol 26-Monooxygenase	1 o2[m] + 1 h[m] + 1 nadph[m] + 1 M01079[m] --> 2 h2o[m] + 1 nadp[m] + 1 M00753[m]	Bile acid synthesis	(1593)	1.14.13.15			PMID:1708392;PMID:9660774
HMR_1750	Cholestanetriol 26-Monooxygenase	1 o2[m] + 3 h[m] + 1 nadph[m] + 1 M00746[m] --> 1 h2o[m] + 1 nadp[m] + 1 M02977[m]	Bile acid synthesis	(1593)	1.14.13.15			PMID:1708392;PMID:9660774
HMR_1751	Cholestanetriol 26-Monooxygenase	1 o2[m] + 1 nadph[m] + 1 M00753[m] --> 1 h2o[m] + 1 nadp[m] + 1 M00742[m]	Bile acid synthesis	(1593)	1.14.13.15			PMID:1708392;PMID:9660774
HMR_1752	HMR_1752	1 M02977[m] --> 1 M02977[c]	Transport, mitochondrial					PMID:12543708
HMR_1753	HMR_1753	1 M00742[m] --> 1 M00742[c]	Transport, mitochondrial					PMID:12543708
HMR_1754	Cholate Coenzyme A Ligase	1 atp[c] + 1 coa[c] + 1 M02977[c] --> 1 h2o[c] + 1 amp[c] + 1 ppi[c] + 1 M00615[c]	Bile acid synthesis	(10998) or (11001)	6.2.1.7			PMID:10479480;PMID:10749848;PMID:11980911
HMR_1756	Cholate Coenzyme A Ligase	1 h[c] + 1 atp[c] + 1 coa[c] + 1 oh1[c] + 1 M00742[c] --> 1 h2o[c] + 1 amp[c] + 1 ppi[c] + 1 M00743[c]	Bile acid synthesis	(10998) or (11001)	6.2.1.7			PMID:10479480;PMID:10749848;PMID:11980911
HMR_1758	HMR_1758	1 M00615[c] --> 1 M00615[x]	Transport, peroxisomal					PMID:12543708
HMR_1759	HMR_1759	1 M00743[c] --> 1 M00743[x]	Transport, peroxisomal					PMID:12543708
HMR_1760	Alpha-Methylacyl Coenzyme A Racemase	1 M00615[x] --> 1 HC01459[x]	Bile acid synthesis	(23600)	5.1.99.4			PMID:7649182;PMID:11060344;PMID:10655068
HMR_1761	Alpha-Methylacyl Coenzyme A Racemase	1 M00743[x] --> 1 thcholoylcoa[x]	Bile acid synthesis	(23600)	5.1.99.4			PMID:7649182;PMID:11060344;PMID:10655068
HMR_1762	Cholestanetriol 26-Monooxygenase	1 o2[m] + 1 h[m] + 1 nadph[m] + 1 chsterol[m] --> 1 h2o[m] + 1 nadp[m] + 1 M00625[m]	Bile acid synthesis	(1593)	1.14.13.15			PMID:1708392
HMR_1764	HMR_1764	1 M00625[c] <=> 1 M00625[m]	Transport, mitochondrial					
HMR_1765	25/26-Hydroxycholesterol 7Alpha-Hydroxylase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M00625[c] --> 1 h2o[c] + 1 nadp[c] + 1 xoltri27[c]	Bile acid synthesis	(9420)	1.14.13.100			PMID:10588945
HMR_1766	Cholest-5-Ene-3Beta, 7Alpha-Diol 3Beta-Dehydrogenase	1 nad[c] + 1 xoltri27[c] --> 1 h[c] + 1 nadh[c] + 1 M00979[c]	Bile acid synthesis	(80270)	1.1.1.181			PMID:12679481;PMID:11067870
HMR_1767	7Alpha-Hydroxycholest-4-En-3-One 12Alpha-Hydroxylase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M00979[c] --> 1 h2o[c] + 1 nadp[c] + 1 M00977[c]	Bile acid synthesis	(1582)	1.14.13.95			PMID:10051404
HMR_1768	Delta4-3-Oxosteroid 5Beta-Reductase	1 h[c] + 1 nadph[c] + 1 M00977[c] --> 1 nadp[c] + 1 M01082[c]	Bile acid synthesis	(6718)	1.3.1.3			PMID:7508385
HMR_1769	Delta4-3-Oxosteroid 5Beta-Reductase	1 h[c] + 1 nadph[c] + 1 M00979[c] --> 1 nadp[c] + 1 M01084[c]	Bile acid synthesis	(6718)	1.3.1.3			PMID:7508385
HMR_1770	3Alpha-Hydroxysteroid 3-Dehydrogenase (Si-Specific)	1 h[c] + 1 nadph[c] + 1 M01082[c] --> 1 nadp[c] + 1 xoltetrol[c]	Bile acid synthesis	(1109)	1.1.1.50			PMID:11158055
HMR_1771	3Alpha-Hydroxysteroid 3-Dehydrogenase (Si-Specific)	1 h[c] + 1 nadph[c] + 1 M01084[c] --> 1 nadp[c] + 1 xol7ah3[c]	Bile acid synthesis	(1109)	1.1.1.50			PMID:11158055
HMR_1772	HMR_1772	1 xoltetrol[c] <=> 1 xoltetrol[m]	Transport, mitochondrial					PMID:12543708
HMR_1778	HMR_1778	1 h[r] + 1 nadh[r] + 1 M01179[r] <=> 1 nad[r] + 1 xoltri25[r]	Bile acid synthesis		1.14.13.15			
HMR_1781	Cholesterol 25-Hydroxylase	1 o2[r] + 1 h[r] + 1 nadph[r] + 1 chsterol[r] --> 1 h2o[r] + 1 nadp[r] + 1 20ahchsterol[r]	Bile acid synthesis	(9023)	1.14.99.38			PMID:9852097
HMR_1783	3Beta-Hydroxy-Delta5-Steroid Dehydrogenase	1 nad[r] + 1 20ahchsterol[r] --> 1 h[r] + 1 nadh[r] + 1 xol7aone[r]	Bile acid synthesis	(3283) or (3284)	1.1.1.145 | 5.3.3.1			PMID:11067870;PMID:11454857;PMID:10599696;PMID:1401999
HMR_1785	Cholesterol 25-Hydroxylase	1 o2[r] + 1 h[r] + 1 nadph[r] + 1 chsterol[r] --> 1 h2o[r] + 1 nadp[r] + 1 xol27oh[r]	Bile acid synthesis	(9023)	1.14.99.38			PMID:9852097
HMR_1786	Cholesterol 25-Hydroxylase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 chsterol[c] --> 1 h2o[c] + 1 nadp[c] + 1 xol27oh[c]	Bile acid synthesis	(9023)	1.14.99.38			PMID:9852097
HMR_1798	HMR_1798	1 o2[m] + 1 h[m] + 1 nadph[m] + 1 xol27oh[m] --> 1 h2o[m] + 1 nadp[m] + 1 xoltri27[m]	Bile acid synthesis	(1571) or (1593)	1.14.13.-			PMID:11181760;PMID:11067870;PMID:11454857
HMR_1802	HMR_1802	1 o2[m] + 1 h[m] + 1 nadph[m] + 1 xoltriol[m] <=> 1 h2o[m] + 1 nadp[m] + 1 M01092[m]	Bile acid synthesis	(1571) or (1593)	1.14.13.-			PMID:9660774;PMID:9660774;PMID:9210654
HMR_1804	HMR_1804	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M01092[c] --> 1 h2o[c] + 1 nadp[c] + 1 CE4874[c]	Bile acid synthesis	(1571) or (1593)	1.14.13.-			PMID:9210654;PMID:9660774
HMR_1807	Cholestanetriol 26-Monooxygenase	1 h2o[m] + 1 CE4872[m] <=> 1 CE4874[m]	Bile acid synthesis	(1593)	1.14.13.15			PMID:9210654;PMID:9660774
HMR_1834	Glycodeoxycholate Amidohydrolase	1 h[c] + 1 gly[c] + 1 dchac[c] <=> 1 h2o[c] + 1 M01989[c]	Bile acid synthesis		3.5.1.24	R04486		
HMR_1836	HMR_1836	1 CE1589[c] <=> 1 CE1589[x]	Transport, peroxisomal					
HMR_1838	Lithocholic acid 1beta-hydroxylase	1 o2[c] + 2 h[c] + 1 nadph[c] + 1 HC02191[c] --> 1 h2o[c] + 1 nadp[c] + 1 M02155[c]	Bile acid synthesis	(1576)	1.14.13.97	R07206	CYP3A4 transforms lithocholic acid into hyodeoxycholic acid, 1?-hydroxy-LCA, 3-dehydro-LCA, and 6?-hydroxy-3-oxo-5?-cholanoic acid. CYP3A4 is also expressed in the small and large intestine. AH	PMID:10216279, PMID:17263554
HMR_1847	Steryl-Sulfatase	1 h2o[c] + 1 HC02197[c] --> 1 h[c] + 1 so4[c] + 1 HC02193[c]	Bile acid synthesis	(412)	3.1.6.2			PMID:1606923;PMID:10049998
HMR_1897	HMR_1897	1 h2o[r] + 1 atp[r] + 1 bilglcur[r] --> 1 adp[r] + 1 bilglcur[e] + 1 h[r] + 1 pi[r]	Transport, extracellular	(1244) or (4363)				PMID:16983557;PMID:;PMID:16847695
HMR_1916	HMR_1916	1 chsterol[c] <=> 1 chsterol[g]	Transport, golgi apparatus	(3069) or (4864)				
HMR_1925	HMR_1925	1 M01511[c] <=> 1 M01511[m]	Transport, mitochondrial					
HMR_1927	HMR_1927	1 o2[m] + 1 h[m] + 1 nadph[m] + 1 chsterol[m] --> 1 h2o[m] + 1 nadp[m] + 1 M00606[m]	Steroid metabolism	(1571) or (285440) or (51004)	1.14.13.-	R02723		PMID:9578606;PMID:3024157
HMR_1928	22Beta-Hydroxycholesterol:Oxygen Oxidoreductase (Side-Chain-Cleaving)	1 o2[m] + 1 h[m] + 1 nadph[m] + 1 M00606[m] --> 1 h2o[m] + 1 nadp[m] + 1 M00579[m]	Steroid metabolism	(1583)	1.14.15.16	R04855		PMID:3024157;PMID:9578606
HMR_1929	20Alpha, 22Beta-Dihydroxycholesterol, Ferredoxin:Oxygen Oxidoreductase (Side-Chain-Cleaving)	1 o2[m] + 1 h[m] + 1 nadph[m] + 1 M00579[m] --> 2 h2o[m] + 1 nadp[m] + 1 4mptnl[m] + 1 prgnlone[m]	Steroid metabolism	(1583)	1.14.15.16	R03933		PMID:9578606;PMID:3024157
HMR_1931	Aldehyde Reductase	1 h[c] + 1 nadph[c] + 1 4mptnl[c] --> 1 nadp[c] + 1 M01014[c]	Steroid metabolism	(231) or (57016)	1.1.1.21			PMID:8645003
HMR_1932	Cholesterol:Oxygen Oxidoreductase (Side-Chain-Cleaving)	1 o2[c] + 2 h[c] + 1 chsterol[c] + 2 M02827[c] --> 1 h2o[c] + 1 20ahchsterol[c] + 2 M02663[c]	Steroid metabolism	(1583)	1.14.15.6	R01454		
HMR_1933	20Alpha-Hydroxycholesterol, Hydrogen-Donor:Oxygen Oxidoreductase (17-Alpha-Hydroxylating)	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 20ahchsterol[c] --> 1 h2o[c] + 1 nadp[c] + 1 M00405[c]	Steroid metabolism	(1586)	1.14.99.9	R04853		
HMR_1934	17Alpha, 20Alpha-Dihydroxycholesterol:Oxygen Oxidoreductase (Side-Chain-Cleaving)	2 o2[c] + 4 h[c] + 4 M02827[c] + 1 M00405[c] --> 3 h2o[c] + 1 4mptnl[c] + 1 17ahprgnlone[c] + 4 M02663[c]	Steroid metabolism	(1583)	1.14.15.6	R04676		
HMR_1935	20Alpha-Hydroxycholesterol:Oxygen Oxidoreductase (Side-Chain-Cleaving)	1 o2[c] + 2 h[c] + 1 20ahchsterol[c] + 2 M02827[c] --> 1 h2o[c] + 2 M02663[c] + 1 M00579[c]	Steroid metabolism	(1583)	1.14.15.6	R04854		
HMR_1940	Pregnenolone, Hydrogen-Donor:Oxygen Oxidoreductase (21-Hydroxylating)	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 prgnlone[c] --> 1 h2o[c] + 1 nadp[c] + 1 M00605[c]	Steroid metabolism	(1589)	1.14.99.10	R03784		
HMR_1941	3Beta-Hydroxy-Delta5-Steroid Dehydrogenase	1 nad[c] + 1 M00605[c] --> 1 11docrtstrn[c] + 1 h[c] + 1 nadh[c]	Steroid metabolism	(3283) or (3284)	1.1.1.145 | 5.3.3.1	R04163		
HMR_1942	11-Deoxycorticosterone, Reduced Ferredoxin:Oxygen Oxidoreductase (11-Hydroxylating)	1 11docrtstrn[c] + 1 o2[c] + 2 h[c] + 1 M02828[c] --> 1 h2o[c] + 1 crtstrn[c] + 1 M02665[c]	Steroid metabolism	(1584) or (1585)	1.14.15.4	R03851		
HMR_1943	Pregnenolone, NADPH:Oxygen Oxidoreductase (7Alpha-Hydroxylating)	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 prgnlone[c] --> 1 h2o[c] + 1 nadp[c] + 1 M01184[c]	Steroid metabolism	(9420)	1.14.13.100	R08943		
HMR_1944	Steroid 17Alpha-Monooxygenase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 prgnlone[c] --> 1 h2o[c] + 1 nadp[c] + 1 17ahprgnlone[c]	Androgen and estrogen synthesis and metabolism	(1586)	1.14.99.9			PMID:10406467
HMR_1948	17Alpha-Hydroxypregnenolone, Hydrogen-Donor:Oxygen Oxidoreductase (21-Hydroxylating)	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 17ahprgnlone[c] --> 1 h2o[c] + 1 nadp[c] + 1 M00406[c]	Steroid metabolism	(1589)	1.14.99.10	R04675		
HMR_1949	3Beta-Hydroxy-Delta5-Steroid Dehydrogenase	1 nad[c] + 1 M00406[c] --> 1 11docrtsl[c] + 1 h[c] + 1 nadh[c]	Steroid metabolism	(3283) or (3284)	1.1.1.145 | 5.3.3.1	R04849		
HMR_1950	17Alpha, 21-Dihydroxypregnenolone:Oxygen Oxidoreductase (11-Hydroxylating)	1 o2[c] + 2 h[c] + 1 M02828[c] + 1 M00406[c] --> 1 h2o[c] + 1 M02665[c] + 1 M00283[c]	Steroid metabolism	(1584) or (1585)	1.14.15.4	R04850		
HMR_1951	3Beta-Hydroxy-Delta5-Steroid Dehydrogenase	1 nad[c] + 1 M00283[c] --> 1 h[c] + 1 nadh[c] + 1 crtsl[c]	Steroid metabolism	(3283) or (3284)	1.1.1.145 | 5.3.3.1	R02840		
HMR_1958	17Alpha-Hydroxypregnenolone Acetaldehyde-Lyase	1 o2[c] + 2 h[c] + 2 nadph[c] + 1 17ahprgnlone[c] --> 2 h2o[c] + 2 nadp[c] + 1 acald[c] + 1 dhea[c]	Androgen and estrogen synthesis and metabolism	(1586)	4.1.2.30	R08516		PMID:10406467;PMID:9536209
HMR_1962	Alcohol Sulfotransferase	1 paps[c] + 1 17ahprgnlone[c] --> 1 h[c] + 1 pap[c] + 1 CE1352[c]	Androgen and estrogen synthesis and metabolism	(6820)	2.8.2.2			PMID:1606923;PMID:10049998
HMR_1967	3Beta-Hydroxy-Delta5-Steroid Dehydrogenase	1 nad[c] + 1 dhea[c] --> 1 h[c] + 1 nadh[c] + 1 M01075[c]	Androgen and estrogen synthesis and metabolism	(3283) or (3284)	1.1.1.145			
HMR_1968	3Beta-Hydroxy-Delta5-Steroid Dehydrogenase	1 nad[r] + 1 dhea[r] --> 1 h[r] + 1 nadh[r] + 1 M01075[r]	Androgen and estrogen synthesis and metabolism	(3283) or (3284)	1.1.1.145			
HMR_1970	Steroid Delta-Isomerase	1 h[c] + 1 nad[c] + 1 M01075[c] --> 1 nadh[c] + 1 andrstndn[c]	Androgen and estrogen synthesis and metabolism	(3283) or (3284)	5.3.3.1			PMID:2243100;PMID:9536209
HMR_1971	Steroid Delta-Isomerase	1 h[r] + 1 nad[r] + 1 M01075[r] --> 1 nadh[r] + 1 andrstndn[r]	Androgen and estrogen synthesis and metabolism	(3283) or (3284)	5.3.3.1			PMID:2243100;PMID:9536209
HMR_1976	3-Oxo-5Alpha-Steroid 4-Dehydrogenase (NADP+)	1 h[c] + 1 nadph[c] + 1 tststerone[c] --> 1 nadp[c] + 1 5adtststerone[c]	Androgen and estrogen synthesis and metabolism	(6715) or (6716) or (79644)	1.3.1.22			PMID:2339109;PMID:1944596;PMID:9208814;PMID:17986282;PMID:9536209
HMR_1979	3Beta-Hydroxy-Delta5-Steroid Dehydrogenase	1 nad[c] + 1 prgnlone[c] --> 1 h[c] + 1 nadh[c] + 1 M02760[c]	Steroid metabolism	(3283) or (3284)	1.1.1.145			PMID:2243100;PMID:2770297;PMID:1944309;PMID:12832414
HMR_1980	Steroid Delta-Isomerase	1 M02760[c] --> 1 prgstrn[c]	Steroid metabolism	(3283) or (3284)	5.3.3.1			PMID:2243100;PMID:2770297;PMID:1944309;PMID:12832414
HMR_1981	Steroid 17Alpha-Monooxygenase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 prgstrn[c] --> 1 h2o[c] + 1 nadp[c] + 1 17ahprgstrn[c]	Steroid metabolism	(1586)	1.14.99.9			PMID:10406467
HMR_1982	3Beta-Hydroxy-Delta5-Steroid Dehydrogenase	1 nad[c] + 1 17ahprgnlone[c] --> 1 h[c] + 1 nadh[c] + 1 M02761[c]	Androgen and estrogen synthesis and metabolism	(3283) or (3284)	1.1.1.145			PMID:2243100;PMID:2770297;PMID:1944309;PMID:12832414
HMR_1983	Steroid Delta-Isomerase	1 M02761[c] --> 1 17ahprgstrn[c]	Androgen and estrogen synthesis and metabolism	(3283) or (3284)	5.3.3.1			PMID:2243100
HMR_1988	Steroid 21-Monooxygenase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 17ahprgstrn[c] --> 1 11docrtsl[c] + 1 h2o[c] + 1 nadp[c]	Steroid metabolism	(1589)	1.14.99.10			PMID:3487786;PMID:3038528
HMR_1989	Steroid, Reduced-Adrenal-Ferredoxin:Oxygen Oxidoreductase (11-Hydroxylating)	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 17ahprgstrn[c] --> 1 h2o[c] + 1 nadp[c] + 1 M00603[c]	Steroid metabolism	(1584) or (1585)	1.14.15.4	R03329		
HMR_1990	21-Deoxycortisol, Hydrogen-Donor:Oxygen Oxidoreductase (21-Hydroxylating)	1 h2o[c] + 1 nadp[c] + 1 crtsl[c] --> 1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M00603[c]	Steroid metabolism	(1589)	1.14.99.10	R02838		
HMR_1991	Steroid, Hydrogen-Donor:Oxygen Oxidoreductase (17-Alpha-Hydroxylating)	1 h2o[c] + 1 nadp[c] + 1 M00603[c] --> 1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M00285[c]	Steroid metabolism	(1586)	1.14.99.9	R04852		
HMR_1992	11Beta-Hydroxyprogesterone, Hydrogen-Donor:Oxygen Oxidoreductase (21-Hydroxylating)	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M00285[c] --> 1 h2o[c] + 1 nadp[c] + 1 crtstrn[c]	Steroid metabolism	(1589)	1.14.99.10	R03849		
HMR_1993	Progesterone, Reduced Ferredoxin:Oxygen Oxidoreductase (11-Hydroxylating)	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 prgstrn[c] --> 1 h2o[c] + 1 nadp[c] + 1 M00285[c]	Steroid metabolism	(1584) or (1585)	1.14.15.4	R02218		
HMR_1996	11Beta-Hydroxysteroid Dehydrogenase	1 nadp[c] + 1 crtsl[c] --> 1 h[c] + 1 nadph[c] + 1 cortsn[c]	Steroid metabolism	(3290)	1.1.1.146			PMID:1885595
HMR_2002	Transferred to 1.3.1.30 And 1.3.1.22	1 nadp[c] + 1 C03681[c] <=> 1 h[c] + 1 nadph[c] + 1 prgstrn[c]	Steroid metabolism		1.3.1.30			
HMR_2003	3Alpha-Hydroxysteroid 3-Dehydrogenase (Re-Specific)	1 nadp[c] + 1 M00759[c] <=> 1 h[c] + 1 nadph[c] + 1 C03681[c]	Steroid metabolism	(1109) or (1645) or (1646) or (8644)	1.1.1.213			
HMR_2007	Steroid 21-Monooxygenase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 prgstrn[c] --> 1 11docrtstrn[c] + 1 h2o[c] + 1 nadp[c]	Steroid metabolism	(1589)	1.14.99.10			PMID:3487786;PMID:3038528
HMR_2010	Corticosterone 18-Monooxygenase	1 o2[m] + 1 h[m] + 1 nadph[m] + 1 crtstrn[m] --> 1 h2o[m] + 1 nadp[m] + 1 M00429[m]	Steroid metabolism	(1585)	1.14.15.5			PMID:2592361;PMID:2256920
HMR_2011	Corticosterone 18-Monooxygenase	1 o2[m] + 1 h[m] + 1 nadph[m] + 1 M00429[m] --> 2 h2o[m] + 1 nadp[m] + 1 aldstrn[m]	Steroid metabolism	(1585)	1.14.15.5			PMID:2592361;PMID:2256920
HMR_2014	Delta4-3-Oxosteroid 5Beta-Reductase	1 h[c] + 1 nadph[c] + 1 andrstndn[c] <=> 1 nadp[c] + 1 andrstandn[c]	Androgen and estrogen synthesis and metabolism	(6718)	1.3.1.3 | 1.3.99.6	R01835		
HMR_2016	3 (Or 17)Alpha-Hydroxysteroid Dehydrogenase	1 h[c] + 1 nadh[c] + 1 andrstandn[c] --> 1 nad[c] + 1 andrstrn[c]	Androgen and estrogen synthesis and metabolism	(1109) or (1645) or (1646) or (8644)	1.1.1.209 | 1.1.1.213 | 1.1.1.50	R02476		
HMR_2018	3 (Or 17)Alpha-Hydroxysteroid Dehydrogenase	1 h[c] + 1 nadph[c] + 1 andrstandn[c] --> 1 nadp[c] + 1 andrstrn[c]	Androgen and estrogen synthesis and metabolism	(1109) or (1645) or (1646) or (8644)	1.1.1.209 | 1.1.1.213 | 1.1.1.50	R02477		
HMR_2029	Unspecific Monooxygenase	1 o2[c] + 2 h[c] + 1 tststerone[c] --> 1 h2o[c] + 1 whtststerone[c]	Androgen and estrogen synthesis and metabolism	(11283) or (113612) or (1543) or (1544) or (1545) or (1548) or (1549) or (1551) or (1553) or (1555) or (1557) or (1558) or (1559) or (1562) or (1565) or (1571) or (1572) or (1573) or (1576) or (1577) or (1580) or (1588) or (199974) or (260293) or (29785) or (57834) or (64816) or (66002)	1.14.14.1			
HMR_2030	Unspecific Monooxygenase	1 o2[c] + 1 whtststerone[c] --> 1 h2o2[c] + 1 M00434[c]	Androgen and estrogen synthesis and metabolism	(11283) or (113612) or (1543) or (1544) or (1545) or (1548) or (1549) or (1551) or (1553) or (1555) or (1557) or (1558) or (1559) or (1562) or (1565) or (1571) or (1572) or (1573) or (1576) or (1577) or (1580) or (1588) or (199974) or (260293) or (29785) or (57834) or (64816) or (66002)	1.14.14.1			
HMR_2031	Unspecific Monooxygenase	1 o2[c] + 1 h[c] + 1 M00434[c] --> 1 h2o[c] + 1 for[c] + 1 estradiol[c]	Androgen and estrogen synthesis and metabolism	(11283) or (113612) or (1543) or (1544) or (1545) or (1548) or (1549) or (1551) or (1553) or (1555) or (1557) or (1558) or (1559) or (1562) or (1565) or (1571) or (1572) or (1573) or (1576) or (1577) or (1580) or (1588) or (199974) or (260293) or (29785) or (57834) or (64816) or (66002)	1.14.14.1			
HMR_2032	Unspecific Monooxygenase	1 o2[c] + 2 h[c] + 1 andrstndn[c] --> 1 h2o[c] + 1 M00431[c]	Androgen and estrogen synthesis and metabolism	(11283) or (113612) or (1543) or (1544) or (1545) or (1548) or (1549) or (1551) or (1553) or (1555) or (1557) or (1558) or (1559) or (1562) or (1565) or (1571) or (1572) or (1573) or (1576) or (1577) or (1580) or (1588) or (199974) or (260293) or (29785) or (57834) or (64816) or (66002)	1.14.14.1			
HMR_2033	Unspecific Monooxygenase	1 o2[c] + 1 M00431[c] --> 1 h2o2[c] + 1 M00433[c]	Androgen and estrogen synthesis and metabolism	(11283) or (113612) or (1543) or (1544) or (1545) or (1548) or (1549) or (1551) or (1553) or (1555) or (1557) or (1558) or (1559) or (1562) or (1565) or (1571) or (1572) or (1573) or (1576) or (1577) or (1580) or (1588) or (199974) or (260293) or (29785) or (57834) or (64816) or (66002)	1.14.14.1			
HMR_2034	Unspecific Monooxygenase	1 o2[c] + 1 h[c] + 1 M00433[c] X--X 1 h2o[c] + 1 for[c] + 1 estrone[c]	Androgen and estrogen synthesis and metabolism	(11283) or (113612) or (1543) or (1544) or (1545) or (1548) or (1549) or (1551) or (1553) or (1555) or (1557) or (1558) or (1559) or (1562) or (1565) or (1571) or (1572) or (1573) or (1576) or (1577) or (1580) or (1588) or (199974) or (260293) or (29785) or (57834) or (64816) or (66002)	1.14.14.1			
HMR_2040	HMR_2040	1 estrone[c] <=> 1 estrone[l]	Transport, lysosomal					
